HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.city_A,Input.city_B,Answer.equal.label,Approve,Reject
3J94SKDELSM9RRTZ5WVF5WXH95S5D5,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3M23Y66POD4DZ4APX75BGLT5VDZS6E,A2FHJCRBRP7VH4,Submitted,Tue Feb 08 16:16:47 PST 2022,Tue Feb 08 16:16:52 PST 2022,Fri Feb 11 16:16:52 PST 2022,,,,5,0% (0/0),0% (0/0),0% (0/0),"New York, NY","Boston, MA",City A,,
3J94SKDELSM9RRTZ5WVF5WXH95S5D5,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3DOCMVPBTYBOQCOCOSA6J25L34GNN7,ARUXF7MD6PFIJ,Submitted,Tue Feb 08 16:17:13 PST 2022,Tue Feb 08 16:17:19 PST 2022,Fri Feb 11 16:17:19 PST 2022,,,,6,0% (0/0),0% (0/0),0% (0/0),"New York, NY","Boston, MA",City A,,
3B286OTITOEJ0J58AO87G58G63QAJU,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3I33IC7ZWQZLH75UT57H58INT2R2AC,A1QXLNDV3D9LK3,Submitted,Tue Feb 08 16:17:15 PST 2022,Tue Feb 08 16:17:21 PST 2022,Fri Feb 11 16:17:21 PST 2022,,,,6,0% (0/0),0% (0/0),0% (0/0),"New York, NY","El Paso, TX",City A,,
3B286OTITOEJ0J58AO87G58G63QAJU,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3FE2ERCCZ856BI015MNB2GALTTMPOK,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:05 PST 2022,Tue Feb 08 16:17:08 PST 2022,Fri Feb 11 16:17:08 PST 2022,,,,3,0% (0/0),0% (0/0),0% (0/0),"New York, NY","El Paso, TX",City A,,
3B286OTITOEJ0J58AO87G58G63QAJU,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3Z4XG4ZF4JO8ZZFCKW8WZ76OGNRX8D,A3VEF4M5FIN7KH,Submitted,Tue Feb 08 16:16:54 PST 2022,Tue Feb 08 16:17:00 PST 2022,Fri Feb 11 16:17:00 PST 2022,,,,6,0% (0/0),0% (0/0),0% (0/0),"New York, NY","El Paso, TX",City A,,
3Y7LTZE0Z3JTF7OAYFSK4080W4UZUF,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3RU7GD8VPZQL9ASUC34KMLKMQIPSPK,A2SFICL489AF73,Submitted,Tue Feb 08 16:17:27 PST 2022,Tue Feb 08 16:17:34 PST 2022,Fri Feb 11 16:17:34 PST 2022,,,,7,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Chicago, IL",City A,,
3Y7LTZE0Z3JTF7OAYFSK4080W4UZUF,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3UWN2HHPU92L6PGHWORSIWFRQ3OSNO,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:21 PST 2022,Tue Feb 08 16:17:24 PST 2022,Fri Feb 11 16:17:24 PST 2022,,,,3,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Chicago, IL",City A,,
3Y7LTZE0Z3JTF7OAYFSK4080W4UZUF,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3P4RDNWNDG30TLM0CE5MLNSN8LHIJI,ARUXF7MD6PFIJ,Submitted,Tue Feb 08 16:17:07 PST 2022,Tue Feb 08 16:17:12 PST 2022,Fri Feb 11 16:17:12 PST 2022,,,,5,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Chicago, IL",City A,,
3CO05SML8524XUQ3QRKNTQIU7Y7R0B,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3JBT3HLQFJZIAME87VYSIEHPDXPZPW,A3DFFAHGE8Z5X5,Submitted,Tue Feb 08 16:16:55 PST 2022,Tue Feb 08 16:17:25 PST 2022,Fri Feb 11 16:17:25 PST 2022,,,,30,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Washington, DC",City A,,
3CO05SML8524XUQ3QRKNTQIU7Y7R0B,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3VBEN272MVWFWXZV9KEXSC6UPR2SGG,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:00 PST 2022,Tue Feb 08 16:17:05 PST 2022,Fri Feb 11 16:17:05 PST 2022,,,,5,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Washington, DC",City A,,
3CO05SML8524XUQ3QRKNTQIU7Y7R0B,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3R9WASFE2AD6J9PETS2N6K3LBR2FZ9,ARUXF7MD6PFIJ,Submitted,Tue Feb 08 16:17:01 PST 2022,Tue Feb 08 16:17:07 PST 2022,Fri Feb 11 16:17:07 PST 2022,,,,6,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Washington, DC",City A,,
3L4YG5VWAXP4V48SK2DY38L9MMQDDL,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3X31TUMD78JVO5E27SWT93OTV8BL1V,A2FO6J0H70OW05,Submitted,Tue Feb 08 16:17:14 PST 2022,Tue Feb 08 16:17:22 PST 2022,Fri Feb 11 16:17:22 PST 2022,,,,8,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Boston, MA",City A,,
3L4YG5VWAXP4V48SK2DY38L9MMQDDL,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3URFVVM16GFV2RM4OHXMSK4OLEHZUS,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:09 PST 2022,Tue Feb 08 16:17:12 PST 2022,Fri Feb 11 16:17:12 PST 2022,,,,3,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Boston, MA",City A,,
3L4YG5VWAXP4V48SK2DY38L9MMQDDL,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3W2LOLRXLMC8X4V1KMZ70UTRA60KRN,ATM2DVKOY7P5L,Submitted,Tue Feb 08 16:17:05 PST 2022,Tue Feb 08 16:17:24 PST 2022,Fri Feb 11 16:17:24 PST 2022,,,,19,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","Boston, MA",City A,,
39RRBHZ0B4YTSMDA352P0MAJAB3ZV4,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3HUTX6F6V5KAJBZV3OCZ632SIJX2OD,A1MQQK0XDXSHNA,Submitted,Tue Feb 08 16:27:35 PST 2022,Tue Feb 08 16:29:51 PST 2022,Fri Feb 11 16:29:51 PST 2022,,,,136,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","El Paso, TX",City A,,
39RRBHZ0B4YTSMDA352P0MAJAB3ZV4,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3M81GAB8ABG7S0C71UXEW10WRQQQB9,A34NLXSD5QWRUI,Submitted,Tue Feb 08 16:22:46 PST 2022,Tue Feb 08 16:23:14 PST 2022,Fri Feb 11 16:23:14 PST 2022,,,,28,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","El Paso, TX",City A,,
39RRBHZ0B4YTSMDA352P0MAJAB3ZV4,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3TEM0PF1QGUCJ45SYSU5CLXEH75D06,ATM2DVKOY7P5L,Submitted,Tue Feb 08 16:26:22 PST 2022,Tue Feb 08 16:30:57 PST 2022,Fri Feb 11 16:30:57 PST 2022,,,,275,0% (0/0),0% (0/0),0% (0/0),"Los Angeles, CA","El Paso, TX",City A,,
33BFF6QPJB85MI6M88CCINOI2P6W3E,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3B3WTRP3DMZ7COVP1ZTH9D73NK929X,A30U92PQ8PHV0W,Submitted,Tue Feb 08 16:17:01 PST 2022,Tue Feb 08 16:18:51 PST 2022,Fri Feb 11 16:18:51 PST 2022,,,,110,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","Washington, DC",City B,,
33BFF6QPJB85MI6M88CCINOI2P6W3E,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3R5F3LQFVDH0PM27SVLDTECZ3STZOF,A3OP24TYKA619W,Submitted,Tue Feb 08 16:16:51 PST 2022,Tue Feb 08 16:18:23 PST 2022,Fri Feb 11 16:18:23 PST 2022,,,,92,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","Washington, DC",City A,,
33BFF6QPJB85MI6M88CCINOI2P6W3E,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3HYA4D4522GGDYM24LT9J9TEQI42FP,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:13 PST 2022,Tue Feb 08 16:17:16 PST 2022,Fri Feb 11 16:17:16 PST 2022,,,,3,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","Washington, DC",City A,,
3TX9T2ZCCJY67BDFTF7LMOTXHK5ZWE,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3RWE2M8QWS7L5GW5NM888Q98VB80NC,A30U92PQ8PHV0W,Submitted,Tue Feb 08 16:28:18 PST 2022,Tue Feb 08 16:28:43 PST 2022,Fri Feb 11 16:28:43 PST 2022,,,,25,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","Boston, MA",City A,,
3TX9T2ZCCJY67BDFTF7LMOTXHK5ZWE,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,36TFCYNS4F71SAG5N022CKZNJ6JXHU,A34NLXSD5QWRUI,Submitted,Tue Feb 08 16:27:38 PST 2022,Tue Feb 08 16:28:33 PST 2022,Fri Feb 11 16:28:33 PST 2022,,,,55,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","Boston, MA",City A,,
3TX9T2ZCCJY67BDFTF7LMOTXHK5ZWE,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3Z3ZLGNNSTR2P58UM1I8EI2K3YCQ3H,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:17 PST 2022,Tue Feb 08 16:17:20 PST 2022,Fri Feb 11 16:17:20 PST 2022,,,,3,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","Boston, MA",City A,,
3S37Y8CWJIXQ4EPQ8MHVSSGOGP2W4Z,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3JPSL1DZ53WH6TUNFO51XWLL4XHNAN,A21DBLL90809VK,Submitted,Tue Feb 08 16:17:11 PST 2022,Tue Feb 08 16:17:45 PST 2022,Fri Feb 11 16:17:45 PST 2022,,,,34,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","El Paso, TX",City A,,
3S37Y8CWJIXQ4EPQ8MHVSSGOGP2W4Z,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3X73LLYYQCBWGG21LUFTEI8PHS7NHY,A2FO6J0H70OW05,Submitted,Tue Feb 08 16:17:05 PST 2022,Tue Feb 08 16:17:13 PST 2022,Fri Feb 11 16:17:13 PST 2022,,,,8,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","El Paso, TX",City B,,
3S37Y8CWJIXQ4EPQ8MHVSSGOGP2W4Z,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:36 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:36 PST 2022,,,3Q5C1WP23XYHMGBHF5GMSESW9IC51S,A3V236UP0VOYCH,Submitted,Tue Feb 08 16:17:25 PST 2022,Tue Feb 08 16:17:29 PST 2022,Fri Feb 11 16:17:29 PST 2022,,,,4,0% (0/0),0% (0/0),0% (0/0),"Chicago, IL","El Paso, TX",City A,,
3P7RGTLO7OAEB3BQS98JHK8TLSQAKT,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:37 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:37 PST 2022,,,34S6N1K2Z6G6SGZG9HZE1Q40CX7LHU,A2H1RXUC8XNNIW,Submitted,Tue Feb 08 16:17:49 PST 2022,Tue Feb 08 16:19:22 PST 2022,Fri Feb 11 16:19:22 PST 2022,,,,93,0% (0/0),0% (0/0),0% (0/0),"Washington, DC","Boston, MA",City A,,
3P7RGTLO7OAEB3BQS98JHK8TLSQAKT,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:37 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:37 PST 2022,,,3N4BPTXIOJP0DWNIOGUC55GBH54KUR,A30U92PQ8PHV0W,Submitted,Tue Feb 08 16:17:03 PST 2022,Tue Feb 08 16:18:06 PST 2022,Fri Feb 11 16:18:06 PST 2022,,,,63,0% (0/0),0% (0/0),0% (0/0),"Washington, DC","Boston, MA",City A,,
3P7RGTLO7OAEB3BQS98JHK8TLSQAKT,3VUPA8U9X9XYHL0OV0FH5VKE9H7XF9,Which city is more politically liberal?,Which city do you think more politically liberal?,"item, equality, comparison",$0.01 ,Tue Feb 08 16:16:37 PST 2022,3,BatchId:4665859;OriginalHitTemplateId:928390889;,600,259200,Wed Feb 09 16:16:37 PST 2022,,,3PJ71Z61RFZ0N3DTIVT34UXYVEV19F,A34NLXSD5QWRUI,Submitted,Tue Feb 08 16:18:58 PST 2022,Tue Feb 08 16:21:09 PST 2022,Fri Feb 11 16:21:09 PST 2022,,,,131,0% (0/0),0% (0/0),0% (0/0),"Washington, DC","Boston, MA",City A,,
