"topic","term","beta"
2,"goodby",3.42908428940612e-187
3,"goodby",5.54336613495329e-186
4,"goodby",3.17486298926896e-189
1,"hope",0.00208166485168476
2,"hope",0.00295322744537181
3,"hope",5.59801322244649e-28
4,"hope",1.07483043265451e-154
1,"hour",0.000630283389058825
2,"hour",0.000628713362677701
3,"hour",8.44461519689197e-165
4,"hour",0.0011193578680898
1,"momma",0.000630283389058423
2,"momma",3.77298372602309e-186
3,"momma",1.63127385137687e-185
4,"momma",3.51104873393029e-188
1,"pick",0.00104327579674875
2,"pick",0.000845463075501286
3,"pick",8.76272201047707e-178
4,"pick",8.82632164065049e-180
1,"royalcaribbean",0.000630283389058423
2,"royalcaribbean",3.28356681650302e-186
3,"royalcaribbean",7.09274812269773e-186
4,"royalcaribbean",2.20867072042223e-188
1,"stress",0.000630283389058423
2,"stress",9.27360165189434e-187
3,"stress",6.47049892785714e-186
4,"stress",1.21159415695668e-190
1,"strong",0.000630283389058423
2,"strong",1.46484053204874e-186
3,"strong",5.89096059836564e-186
4,"strong",4.4707559856847e-189
1,"sunday",0.000630283389058423
2,"sunday",4.95018691078193e-187
3,"sunday",2.34394090984084e-187
4,"sunday",3.92211811108393e-189
1,"tear",0.000721076435097039
2,"tear",2.9801414386012e-175
3,"tear",2.81685375188334e-171
4,"tear",0.000479056540836165
1,"york",0.000630283389058423
2,"york",1.13136445134437e-186
3,"york",8.11010349147958e-186
4,"york",6.54928363774736e-189
1,"asia",9.33572710675533e-09
2,"asia",9.79148272327344e-167
3,"asia",0.000661321653608585
4,"asia",0.00223870744624203
1,"countri",0.00560639005885347
2,"countri",0.00433402376649243
3,"countri",0.00818170793208827
4,"countri",0.00326837691600017
1,"covid",0.00364815092405457
2,"covid",0.00431876927699205
3,"covid",0.00880263457948172
4,"covid",0.0033759829064989
1,"emerg",8.96189681582602e-14
2,"emerg",8.18725424913043e-11
3,"emerg",0.000661321653604198
4,"emerg",0.00671614713557968
1,"father",3.51707610580172e-183
2,"father",3.30821130398514e-184
3,"father",2.21250064406574e-179
4,"father",0.000559678934044863
1,"japan",4.15375123120789e-23
2,"japan",0.000884517790436998
3,"japan",1.66486728527262e-11
4,"japan",0.0042497150489309
1,"live",0.00275578114171515
2,"live",0.00198963761219807
3,"live",4.45313387092649e-30
4,"live",0.00417693593434223
1,"play",6.85998126787267e-172
2,"play",0.000628713362678265
3,"play",0.000661321653608597
4,"play",0.000559678934044685
1,"sad",3.19014679758458e-184
2,"sad",8.12248337572231e-183
3,"sad",4.25244852313791e-179
4,"sad",0.000559678934044863
1,"situat",1.84476693200567e-166
2,"situat",1.68036244925876e-171
3,"situat",0.00132264330721657
4,"situat",0.0016790368021349
1,"snowboard",3.26529945172763e-183
2,"snowboard",5.3959137480242e-183
3,"snowboard",2.80757351314051e-180
4,"snowboard",0.000559678934044863
1,"thailand",2.07199067199503e-183
2,"thailand",2.47783491152472e-184
3,"thailand",3.34426366993636e-179
4,"thailand",0.000559678934044863
1,"tokyo",0.000630283389058597
2,"tokyo",0.000170461678283898
3,"tokyo",2.11356877183966e-167
4,"tokyo",0.00152729227742602
1,"unabl",5.3715879735108e-81
2,"unabl",4.97681475499085e-185
3,"unabl",7.94276722231342e-182
4,"unabl",0.00167903680213459
1,"agre",0.000630283389058533
2,"agre",5.5264001619832e-168
3,"agre",1.22466646257268e-162
4,"agre",0.000559678934044766
1,"asenkut",0.000630283389058423
2,"asenkut",1.32072437869792e-177
3,"asenkut",2.18896297229671e-178
4,"asenkut",2.00949639200102e-178
1,"assess",0.00126056677811697
2,"assess",1.13513860413067e-172
3,"assess",0.000661321653608339
4,"assess",5.32358420756395e-163
1,"complet",0.00126056677811505
2,"complet",0.000628713362678121
3,"complet",1.95841506759064e-15
4,"complet",2.67887541408921e-170
1,"rsac2020",0.000630283389058423
2,"rsac2020",1.03082645891147e-177
3,"rsac2020",7.41369127210128e-178
4,"rsac2020",2.04491561097229e-178
1,"rsaconfer",0.000630283389058423
2,"rsaconfer",1.06495852756788e-177
3,"rsaconfer",1.7222483398479e-178
4,"rsaconfer",2.80957937043145e-178
1,"worth",0.000630283389058423
2,"worth",1.40275385654144e-177
3,"worth",9.49364332955018e-179
4,"worth",3.73677001592568e-179
1,"abort",2.09406201883333e-168
2,"abort",1.10423993232306e-168
3,"abort",0.000661321653608065
4,"abort",0.000559678934045205
1,"gender",3.9504967961634e-170
2,"gender",3.43295366719187e-171
3,"gender",0.000661321653608469
4,"gender",1.30381290835871e-115
1,"greatleapforward",5.64903956652795e-170
2,"greatleapforward",1.28023375822802e-171
3,"greatleapforward",0.000661321653608469
4,"greatleapforward",1.26405826448226e-115
1,"male",2.46794567833077e-166
2,"male",1.63995041503469e-167
3,"male",0.000661321653606782
4,"male",0.00167903680213602
1,"mao",1.02888396093141e-169
2,"mao",5.94961562502112e-171
3,"mao",0.000661321653608469
4,"mao",6.60299133193821e-116
1,"villagegirl",7.03026797822011e-170
2,"villagegirl",2.04737406630389e-171
3,"villagegirl",0.000661321653608469
4,"villagegirl",8.04975809086382e-116
1,"coronavirusoutbreak",6.56586772553681e-06
2,"coronavirusoutbreak",0.0052284808154972
3,"coronavirusoutbreak",0.0149129871690563
4,"coronavirusoutbreak",0.00734474768596194
1,"doctorkarl",5.47282830713017e-161
2,"doctorkarl",1.59590999577662e-161
3,"doctorkarl",0.000661321653608469
4,"doctorkarl",1.00684211437898e-162
1,"alcohol",0.000630283388763929
2,"alcohol",2.93760812311354e-13
3,"alcohol",5.04613699867713e-181
4,"alcohol",8.11732545953002e-110
1,"anim",0.00189085016717527
2,"anim",4.91005266341209e-19
3,"anim",6.07028721940992e-182
4,"anim",1.19395305686592e-112
1,"base",0.00189085016717527
2,"base",9.89465015907651e-26
3,"base",4.52666118673205e-168
4,"base",3.46739709643085e-28
1,"children",0.000630283388932579
2,"children",1.25529758627578e-13
3,"children",2.88121595296033e-172
4,"children",0.000559678934044864
1,"clean",3.57015532799019e-10
2,"clean",0.00188613973190835
3,"clean",5.68457355882944e-179
4,"clean",1.37022254403319e-112
1,"hand",0.00192455577137207
2,"hand",0.00410401220587499
3,"hand",1.26175801802721e-07
4,"hand",0.00415208783756521
1,"keep",0.000630283387462427
2,"keep",1.59202051495637e-12
3,"keep",4.36751924208533e-180
4,"keep",9.48902436931337e-109
1,"pakistan",4.85124637120868e-12
2,"pakistan",0.00689231399837777
3,"pakistan",2.47535304535302e-05
4,"pakistan",0.00167903679945192
1,"phcglobal",0.000630283388438145
2,"phcglobal",6.18733773318734e-13
3,"phcglobal",7.94801308281192e-182
4,"phcglobal",2.6678025145535e-109
1,"product",0.00177779227188724
2,"product",0.000741489632460649
3,"product",4.79222405402455e-161
4,"product",6.02186413442185e-114
1,"regular",2.57303088799704e-20
2,"regular",0.0050297069014255
3,"regular",2.98032494461994e-22
4,"regular",9.50905845870435e-97
1,"rub",0.000630283389051112
2,"rub",7.29297083649442e-15
3,"rub",1.02692581551523e-180
4,"rub",5.18576728114367e-109
1,"safe",0.00177779035944358
2,"safe",0.000741491540138817
3,"safe",5.68933132180177e-154
4,"safe",0.00447743147236035
1,"soap",3.45942708617314e-12
2,"soap",0.00251485344725727
3,"soap",4.91133268777447e-15
4,"soap",1.61856173016279e-90
1,"step",0.00252113355623135
2,"step",3.44187946550231e-16
3,"step",1.74662226067505e-33
4,"step",0.00335807360427095
1,"touch",0.00108400164866791
2,"touch",0.000804838671062698
3,"touch",6.5016214890862e-22
4,"touch",1.8443800271391e-110
1,"unicef",0.000630283388722111
2,"unicef",3.3547493358517e-13
3,"unicef",2.94749839907786e-181
4,"unicef",2.44962957344989e-109
1,"wash",3.61729770789126e-05
2,"wash",0.00186121655896419
3,"wash",3.31786392688389e-08
4,"wash",0.00446746937739946
1,"water",9.31731688546291e-12
2,"water",0.00251485344141629
3,"water",2.47098373901273e-15
4,"water",2.25434672168062e-90
1,"berkeley",1.8175171280934e-170
2,"berkeley",0.000578489411881392
3,"berkeley",5.82823272139601e-171
4,"berkeley",4.47092250842777e-05
1,"counti",7.30034244173885e-173
2,"counti",4.61945144761704e-17
3,"counti",3.25624841386251e-176
4,"counti",0.00167903680213455
1,"francisco",1.10933743132442e-10
2,"francisco",2.30672140292292e-15
3,"francisco",1.4765357917915e-167
4,"francisco",0.00167903670362561
1,"gotta",7.28697770380036e-176
2,"gotta",0.00125742672501649
3,"gotta",7.80189851097204e-176
4,"gotta",3.0256446484228e-13
1,"loud",5.6308994645869e-179
2,"loud",0.00125742672535565
3,"loud",2.9511664730797e-178
4,"loud",6.42300225664757e-16
1,"move",2.56423132977938e-173
2,"move",0.00125742672490916
3,"move",7.48095556650053e-175
4,"move",3.98109372854287e-13
1,"sacramento",1.99174225210777e-176
2,"sacramento",1.47955924963523e-19
3,"sacramento",1.67103237708949e-175
4,"sacramento",0.00223871573617945
1,"san",2.25524949213698e-10
2,"san",2.61127424864354e-15
3,"san",5.58301721128404e-168
4,"san",0.00167903660187066
1,"solano",3.7790456409972e-173
2,"solano",5.13253467904071e-20
3,"solano",1.08662246889969e-175
4,"solano",0.00223871573617945
1,"strateg",3.3567228146028e-170
2,"strateg",0.000248871190489363
3,"strateg",7.8576072266655e-170
4,"strateg",0.000338134473761365
1,"beat",2.25988882104519e-36
2,"beat",2.41387442801684e-178
3,"beat",4.31164386753407e-176
4,"beat",0.00111935786808973
1,"dbongino",9.18727043573786e-28
2,"dbongino",9.66915441118988e-176
3,"dbongino",7.2604882927547e-173
4,"dbongino",0.000559678934044863
1,"democrat",0.00143119182910433
2,"democrat",6.21460597714723e-20
3,"democrat",2.01868962472154e-165
4,"democrat",0.000408167330985351
1,"ingrahamangl",1.12345869906558e-27
2,"ingrahamangl",4.44115310950978e-176
3,"ingrahamangl",6.8158472670341e-173
4,"ingrahamangl",0.000559678934044863
1,"joke",8.18450397374626e-12
2,"joke",0.000718007615512417
3,"joke",0.00255136109692894
4,"joke",0.00111935786756562
1,"maga2020",1.19612586432085e-27
2,"maga2020",7.7817498086243e-176
3,"maga2020",6.16480307658083e-173
4,"maga2020",0.000559678934044863
1,"pinata",3.7090432289269e-27
2,"pinata",4.05534105925503e-175
3,"pinata",1.97136629278771e-172
4,"pinata",0.000559678934044863
1,"richard",6.78094485456567e-27
2,"richard",4.98612618703656e-175
3,"richard",4.21962314007329e-172
4,"richard",0.000559678934044863
1,"schumer",1.49682101441981e-28
2,"schumer",7.43434202687383e-177
3,"schumer",5.12760586519879e-174
4,"schumer",0.000559678934044863
1,"close",0.000639580661128638
2,"close",0.00128004431553493
3,"close",0.00587122418704871
4,"close",0.00059956093101194
1,"empti",8.4151721173882e-176
2,"empti",2.03398691465916e-31
3,"empti",0.00132264330721694
4,"empti",1.16559193585793e-178
1,"peopl",0.00730139974533195
2,"peopl",0.0112832447598095
3,"peopl",0.00436787085636191
4,"peopl",0.00775959199732617
1,"run",5.891653153942e-20
2,"run",0.00377227550094798
3,"run",4.91759684203353e-09
4,"run",1.49608989152099e-172
1,"shelv",1.87994780699741e-172
2,"shelv",2.97588151951169e-24
3,"shelv",0.000661321653608469
4,"shelv",6.2399829267588e-175
1,"supermarket",2.01508203491029e-172
2,"supermarket",2.53631930820091e-23
3,"supermarket",0.000661321653608469
4,"supermarket",1.00785235907009e-173
1,"capabl",7.96035706993594e-176
2,"capabl",0.00125742672535638
3,"capabl",1.8310819077837e-178
4,"capabl",3.34305110819791e-77
1,"day",0.00175515342240245
2,"day",0.00125742672535424
3,"day",0.00202363148821196
4,"day",0.00568371538504443
1,"disjoint",3.39807517481292e-181
2,"disjoint",0.000628713362678188
3,"disjoint",4.17834065847669e-186
4,"disjoint",9.56998530627018e-184
1,"exceed",4.26479350304827e-33
2,"exceed",0.00125742672535638
3,"exceed",4.28978137520442e-182
4,"exceed",2.17648061244179e-181
1,"frustrat",5.58516709737115e-182
2,"frustrat",0.000628713362678188
3,"frustrat",1.70881350055299e-187
4,"frustrat",4.8200836561611e-184
1,"govern",2.23146741974573e-12
2,"govern",0.0106448737562768
3,"govern",4.54157315626728e-05
4,"govern",6.85661668303314e-08
1,"gross",3.81687102621727e-182
2,"gross",0.000628713362678188
3,"gross",1.29434007824143e-186
4,"gross",2.55424284041269e-184
1,"lack",0.000670901948199178
2,"lack",0.000628713362678216
3,"lack",6.91976628245242e-169
4,"lack",0.00108328940701809
1,"lag",2.89378521734854e-176
2,"lag",0.000628713362678092
3,"lag",0.000661321653608569
4,"lag",4.6512175041484e-178
1,"manag",0.00126056677811705
2,"manag",0.00125742672535658
3,"manag",0.000661321653608036
4,"manag",1.1704643144357e-161
1,"neglig",2.69539421918045e-181
2,"neglig",0.000628713362678188
3,"neglig",3.55362566703354e-187
4,"neglig",6.21744392589722e-184
1,"prepar",0.00431652705896779
2,"prepar",0.00132733700698537
3,"prepar",0.000687942888855569
4,"prepar",4.36474835445581e-24
1,"respons",0.000768657040504685
2,"respons",0.00421214731598774
3,"respons",4.43612203628133e-26
4,"respons",0.00228395312171637
1,"road",2.17475699009602e-182
2,"road",0.000628713362678188
3,"road",3.43601276054119e-186
4,"road",4.29235200379653e-184
1,"sever",0.000712810842819208
2,"sever",0.000628713362678192
3,"sever",0.000574730140748334
4,"sever",1.61410393190624e-172
1,"stage",0.000630283389058122
2,"stage",0.00188614008803486
3,"stage",1.35050512728391e-176
4,"stage",7.02048760960619e-175
1,"test",0.00255581377244248
2,"test",0.00370643245275029
3,"test",0.00264528661442517
4,"test",0.00842300614343387
1,"verg",1.83529223545321e-181
2,"verg",0.000628713362678188
3,"verg",2.68823731012424e-186
4,"verg",2.61798411058426e-184
1,"arriv",1.77086577139192e-31
2,"arriv",0.000279364776200541
3,"arriv",4.73338388824172e-172
4,"arriv",0.00254970490246185
1,"care",1.22604371096691e-29
2,"care",0.0015226971577618
3,"care",1.67020068228161e-19
4,"care",0.00480096738534589
1,"chaotic",1.30075376320982e-178
2,"chaotic",2.09691981401842e-179
3,"chaotic",8.00553603851905e-180
4,"chaotic",0.000559678934044863
1,"chose",5.33798213172486e-179
2,"chose",9.96349368757258e-182
3,"chose",1.79140803388225e-179
4,"chose",0.000559678934044863
1,"free",0.000630283389058908
2,"free",9.088600886508e-160
3,"free",0.000661321653608109
4,"free",0.000559678934044738
1,"health",0.00339898868811584
2,"health",0.0019446360400141
3,"health",0.00263279056257759
4,"health",0.00925320568192268
1,"leav",2.38494424522354e-179
2,"leav",9.82944837500538e-180
3,"leav",4.56878272998394e-179
4,"leav",0.000559678934044863
1,"paid",2.83537971562265e-178
2,"paid",4.90787911768127e-179
3,"paid",2.01673187604633e-178
4,"paid",0.000559678934044863
1,"stay",8.44373387935138e-22
2,"stay",0.00190213484085347
3,"stay",1.26914234894371e-20
4,"stay",0.00502287192072905
1,"troubl",1.587524342136e-176
2,"troubl",4.30173405551431e-23
3,"troubl",5.39099227151505e-176
4,"troubl",0.00111935786808973
1,"unit",7.16576931776404e-184
2,"unit",2.60142922707819e-183
3,"unit",2.29742113572135e-182
4,"unit",0.00111935786808973
1,"20x",0.000630283389058423
2,"20x",2.12578908893221e-180
3,"20x",1.83183422292065e-149
4,"20x",1.31596662386923e-184
1,"current",0.000630283389058311
2,"current",2.02104480823981e-177
3,"current",0.000661321653608586
4,"current",3.61358486143252e-181
1,"death",0.0130995339123849
2,"death",1.18668393376532e-13
3,"death",2.57871333274905e-05
4,"death",0.00401706456582409
1,"djt",0.000630283389058423
2,"djt",1.01796470825127e-179
3,"djt",1.23365596176507e-148
4,"djt",1.26384099735636e-182
1,"estim",0.00126056677811685
